-2.475000000000000000e+01,1.128873340482146523e+04
-2.425450450450450290e+01,1.284396916618381510e+04
-2.375900900900900936e+01,8.733082162148733914e+03
-2.326351351351351227e+01,9.284282130758650965e+03
-2.276801801801801872e+01,9.719983197189985731e+03
-2.227252252252252163e+01,1.266916213215544485e+04
-2.177702702702702808e+01,1.256256575563995466e+04
-2.128153153153153099e+01,1.097440849516750131e+04
-2.078603603603603744e+01,1.198146183712815400e+04
-2.029054054054054035e+01,1.804912449399493198e+04
-1.979504504504504325e+01,1.445741818721075470e+04
-1.929954954954954971e+01,1.897618447915678917e+04
-1.880405405405405617e+01,2.082026129119284451e+04
-1.830855855855855907e+01,2.332324904758731282e+04
-1.781306306306306197e+01,2.318206257335064947e+04
-1.731756756756756843e+01,3.197410502994322815e+04
-1.682207207207207134e+01,2.645917043338368603e+04
-1.632657657657657779e+01,3.601252381409938243e+04
-1.583108108108108070e+01,3.658917262763459439e+04
-1.533558558558558538e+01,3.507596247260929522e+04
-1.484009009009009006e+01,4.775795589397717413e+04
-1.434459459459459474e+01,5.049219240023135353e+04
-1.384909909909909942e+01,6.996266607679091976e+04
-1.335360360360360410e+01,7.846574614626922994e+04
-1.285810810810810878e+01,1.143468990612159832e+05
-1.236261261261261168e+01,1.332902140508020530e+05
-1.186711711711711636e+01,1.864541628447743424e+05
-1.137162162162162105e+01,2.077748542752338399e+05
-1.087612612612612573e+01,2.688573343535664608e+05
-1.038063063063063041e+01,2.776391415455680690e+05
-9.885135135135135087e+00,2.601270396923708613e+05
-9.389639639639639768e+00,2.840554412902554031e+05
-8.894144144144144448e+00,2.501631098474556638e+05
-8.398648648648649129e+00,2.742176365740566980e+05
-7.903153153153152033e+00,2.860830970135753741e+05
-7.407657657657658490e+00,3.746412955094846548e+05
-6.912162162162161394e+00,2.877711082213118789e+05
-6.416666666666667851e+00,2.892262262363046175e+05
-5.921171171171170755e+00,2.665253138753924286e+05
-5.425675675675677212e+00,2.531986489596621541e+05
-4.930180180180180116e+00,2.581504092440912209e+05
-4.434684684684683020e+00,3.536445407884450397e+05
-3.939189189189189477e+00,2.547666101351880352e+05
-3.443693693693692381e+00,3.359802875205700984e+05
-2.948198198198198838e+00,3.883161100346434978e+05
-2.452702702702701743e+00,4.016264557819613838e+05
-1.957207207207208199e+00,3.420466202217345126e+05
-1.461711711711711104e+00,3.479446830004380899e+05
-9.662162162162175605e-01,3.328943562634547125e+05
-4.707207207207204647e-01,3.150550406308160163e+05
2.477477477477663115e-02,3.180852759402455413e+05
5.202702702702701743e-01,2.592279564709652332e+05
1.015765765765767270e+00,2.900551698581828387e+05
1.511261261261260813e+00,2.886884290198271628e+05
2.006756756756757909e+00,3.709649097661886481e+05
2.502252252252251452e+00,3.177669265909816604e+05
2.997747747747748548e+00,2.951993554259048542e+05
3.493243243243242091e+00,3.527078827091191779e+05
3.988738738738739187e+00,2.754030071637639776e+05
4.484234234234232730e+00,3.329659480668868637e+05
4.979729729729729826e+00,2.687714980257655843e+05
5.475225225225226922e+00,3.204237064297777833e+05
5.970720720720720465e+00,2.715909243464345927e+05
6.466216216216217560e+00,2.875276697423676378e+05
6.961711711711711104e+00,3.956578352127940743e+05
7.457207207207204647e+00,3.059310541664833436e+05
7.952702702702701743e+00,2.995443917387955007e+05
8.448198198198198838e+00,3.168954719644974102e+05
8.943693693693695934e+00,2.817897652480414254e+05
9.439189189189193030e+00,2.585654768663384020e+05
9.934684684684683020e+00,2.585110686076687707e+05
1.043018018018018012e+01,2.810769607070941129e+05
1.092567567567567721e+01,2.079752775210975087e+05
1.142117117117117431e+01,2.525546542146169813e+05
1.191666666666666430e+01,1.902307495311815874e+05
1.241216216216216139e+01,1.199699954522277985e+05
1.290765765765765849e+01,8.528114341816885280e+04
1.340315315315315559e+01,6.710966364986696863e+04
1.389864864864864558e+01,6.954608261336899886e+04
1.439414414414414267e+01,4.917828605420976965e+04
1.488963963963963977e+01,4.688048557769876788e+04
1.538513513513513686e+01,4.825939123000886320e+04
1.588063063063063396e+01,3.591704937264234468e+04
1.637612612612612395e+01,3.601122638229034055e+04
1.687162162162162105e+01,3.186652422104945072e+04
1.736711711711711814e+01,2.406822892405444873e+04
1.786261261261261524e+01,2.391920638135125773e+04
1.835810810810810523e+01,2.008770679459181338e+04
1.885360360360360232e+01,2.289727123049287911e+04
1.934909909909909942e+01,2.287537210902505831e+04
1.984459459459459651e+01,1.692536773693365467e+04
2.034009009009009361e+01,1.626342939803083391e+04
2.083558558558558360e+01,1.407737312558825943e+04
2.133108108108108070e+01,1.269709889777542958e+04
2.182657657657657779e+01,8.548238244750869853e+03
2.232207207207207489e+01,9.290999649494284313e+03
2.281756756756756488e+01,8.860296464903793094e+03
2.331306306306306197e+01,1.190271105689235992e+04
2.380855855855855907e+01,1.241125865921807235e+04
2.430405405405405617e+01,1.181309116109096612e+04
